"REF_DATE","GEO","DGUID","Projection scenario","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","35 to 39 years","Persons","249","thousands","3","v1073326881","1.13.3.44","1670.7","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1376.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1401.8","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1423.6","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1444.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1471.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1507.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","40 to 44 years","Persons","249","thousands","3","v1073326882","1.13.3.50","1551.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1264.1","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1285.0","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1311.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1338.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1372.0","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1403.9","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","45 to 49 years","Persons","249","thousands","3","v1073326883","1.13.3.56","1434.5","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1230.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1228.8","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1226.0","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1234.7","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1251.4","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1273.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","50 to 54 years","Persons","249","thousands","3","v1073326884","1.13.3.62","1297.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1260.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1239.3","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1236.7","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1235.6","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1234.3","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1232.2","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","55 to 59 years","Persons","249","thousands","3","v1073326885","1.13.3.68","1232.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1372.5","","","","1"
"2025","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1372.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1351.7","","","","1"
"2027","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1323.9","","","","1"
"2028","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1290.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1262.7","","","","1"
"2030","Canada","2016A000011124","Projection scenario SA: slow-aging","Women+","60 to 64 years","Persons","249","thousands","3","v1073326886","1.13.3.74","1243.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1187.3","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1197.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1203.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1208.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1216.4","","","","1"
"2029","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1220.8","","","","1"
"2030","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","15 to 19 years","Persons","249","thousands","3","v1073320045","1.12.2.20","1227.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1417.0","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1377.2","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1357.1","","","","1"
"2027","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1345.5","","","","1"
"2028","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1366.4","","","","1"
"2029","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1385.6","","","","1"
"2030","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","20 to 24 years","Persons","249","thousands","3","v1073320046","1.12.2.26","1404.3","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1549.6","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1496.0","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1437.9","","","","1"
"2027","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1389.3","","","","1"
"2028","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1377.8","","","","1"
"2029","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1375.4","","","","1"
"2030","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","25 to 29 years","Persons","249","thousands","3","v1073320047","1.12.2.32","1375.6","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1573.2","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1567.8","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1559.6","","","","1"
"2027","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1548.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1543.3","","","","1"
"2029","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1533.4","","","","1"
"2030","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","30 to 34 years","Persons","249","thousands","3","v1073320048","1.12.2.38","1514.4","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1468.9","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1492.3","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1520.3","","","","1"
"2027","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1547.1","","","","1"
"2028","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1581.9","","","","1"
"2029","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1604.5","","","","1"
"2030","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","35 to 39 years","Persons","249","thousands","3","v1073320049","1.12.2.44","1618.8","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1385.0","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1400.1","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1414.0","","","","1"
"2027","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1426.8","","","","1"
"2028","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1446.3","","","","1"
"2029","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1474.1","","","","1"
"2030","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","40 to 44 years","Persons","249","thousands","3","v1073320050","1.12.2.50","1510.9","","","","1"
"2024","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073320051","1.12.2.56","1252.0","","","","1"
"2025","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073320051","1.12.2.56","1268.7","","","","1"
"2026","Canada","2016A000011124","Projection scenario FA: fast-aging","Men+","45 to 49 years","Persons","249","thousands","3","v1073320051","1.12.2.56","1291.9","","","","1"
